source,symbol,name,sourceAddress,sourceDecimals,coingeckoId,logo,solAddress,solDecimals,ethAddress,ethDecimals,bscAddress,bscDecimals,terraAddress,terraDecimals,maticAddress,maticDecimals,avaxAddress,avaxDecimals,oasisAddress,oasisDecimals,algorandAddress,algorandDecimals,ftmAddress,ftmDecimals,auroraAddress,auroraDecimals,karuraAddress,karuraDecimals,acalaAddress,acalaDecimals,klaytnAddress,klaytnDecimals,celoAddress,celoDecimals,nearAddress,nearDecimals,moonbeamAddress,moonbeamDecimals,terra2Address,terra2Decimals,injectiveAddress,injectiveDecimals,xplaAddress,xplaDecimals,optimismAddress,optimismDecimals,arbitrumAddress,arbitrumDecimals,aptosAddress,aptosDecimals,baseAddress,baseDecimals
eth,stETH,Lido Staked Ether (Portal),0xae7ab96520de3a18e5e111b5eaab095312d7fe84,18.0,lido-staked-ether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/H2mf9QNdU2Niq6QR7367Ua2trBsvscLyX5bz7R3Pw5sE/logo.png,H2mf9QNdU2Niq6QR7367Ua2trBsvscLyX5bz7R3Pw5sE,8.0,,,,,terra1w7ywr6waxtjuvn5svk5wqydqpjj0q9ps7qct4d,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eth,wstETH,Lido wstETH (Portal),0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,18.0,wrapped-steth,https://static.lido.fi/wstETH/wstETH.png,,,,,,,terra133chr09wu8sakfte5v7vd8qzq9vghtkv4tn0ur,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsc,BNB,Binance Coin (Portal),0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,18.0,binance-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa/logo.png,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,8.0,0x418D75f65a02b3D53B2418FB8E1fe493759c7605,18.0,,,terra1cetg5wruw2wsdjp7j46rj44xdel00z006e9yg8,8.0,0xecdcb5b88f8e3c15f95c720c51c71c9e2080525d,18.0,0x442F7f22b1EE2c842bEAFf52880d4573E9201158,18.0,0xd79Ef9A91b56c690C7b80570a3c060678667f469,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsc,BUSDbs,Binance USD (Portal from BSC),0xe9e7cea3dedca5984780bafc599bd69add087d56,18.0,binance-usd,https://etherscan.io/token/images/binanceusd_32.png,5RpUwQ8wtdPCZHhu6MERp2RGrpobsbZ6MH5dDHkUjs2,8.0,0x7B4B0B9b024109D182dCF3831222fbdA81369423,18.0,,,terra1skjr69exm6v8zellgjpaa2emhwutrk5a6dz7dd,8.0,0xa8d394fe7380b8ce6145d5f85e6ac22d4e91acde,18.0,0xA41a6c7E25DdD361343e8Cb8cFa579bbE5eEdb7a,18.0,0xf6568FD76f9fcD1f60f73b730F142853c5eF627E,18.0,,,,,,,,,,,,,,,,,0x692C57641fc054c2Ad6551Ccc6566EbA599de1BA,18.0,,,,,,,,,,,,,,
bsc,CAKE,PancakeSwap Token (Portal),0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,18.0,pancakeswap,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/J8LKx7pr9Zxh9nMhhT7X3EBmj5RzuhFrHKyJAe2F2i9S/logo.png,J8LKx7pr9Zxh9nMhhT7X3EBmj5RzuhFrHKyJAe2F2i9S,8.0,0x7c8161545717a334f3196e765d9713f8042EF338,18.0,,,terra1xvqlpjl2dxyel9qrp6qvtrg04xe3jh9cyxc6av,8.0,,,0x98a4d09036Cc5337810096b1D004109686E56Afc,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsc,MGP,Magpie,0xD06716E1Ff2E492Cc5034c2E81805562dd3b45fa,18.0,magpie,https://assets.coingecko.com/coins/images/27972/small/MagpieLogo.png?1666771448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xa61F74247455A40b01b0559ff6274441FAfa22A3,18.0,,,,
bsc,QUO,Quoll Finance,0x08b450e4a48C04CDF6DB2bD4cf24057f7B9563fF,18.0,quoll-finance,https://s2.coinmarketcap.com/static/img/coins/64x64/22468.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xf00D8790A76ee5A5Dbc10eaCac39151aa2af0331,18.0,,,,
bsc,UNW,Uniwhale Token,0x5b65cd9feb54F1Df3D0C60576003344079f8Dc06,18.0,uniwhale,https://assets.coingecko.com/coins/images/29531/small/token-256x256.png?1680260871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xF73Ce9D8F7BDDCC38Cb3e662Cb93622B2145a47f,18.0,,,,
bsc,USDCbs,USD Coin (Portal from BSC),0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,18.0,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,FCqfQSujuPxy6V42UvafBhsysWtEq1vhjfMN1PUbgaxA,8.0,0x7cd167B101D2808Cfd2C45d17b2E7EA9F46b74B6,18.0,,,terra1yljlrxvkar0c6ujpvf8g57m5rpcwl7r032zyvu,8.0,,,0x6145E8a910aE937913426BF32De2b26039728ACF,18.0,0x4cA2A3De42eabC8fd8b0AC46127E64DB08b9150e,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsc,USDTbs,Tether USD (Portal from BSC),0x55d398326f99059fF775485246999027B3197955,18.0,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB/logo.svg,8qJSyQprMC57TWKaYEmetUR3UUiTP2M3hXdcvFhkZdmv,8.0,0xDe60aDfDdAAbaAAC3dAFa57B26AcC91Cb63728c4,18.0,,,terra1vlqeghv5mt5udh96kt5zxlh2wkh8q4kewkr0dd,8.0,,,0xA67BCC0D06d7d13A13A2AE30bF30f1B434f5a28B,18.0,0x366EF31C8dc715cbeff5fA54Ad106dC9c25C6153,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bsc,WMX,Wombex Finance,0xa75d9ca2a0a1D547409D82e1B06618EC284A2CeD,18.0,wombex,https://wombex.finance/logo.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x5190F06EaceFA2C552dc6BD5e763b81C73293293,18.0,,,,
bsc,WOM,Wombat Exchange,0xad6742a35fb341a9cc6ad674738dd8da98b94fb1,18.0,wombat-exchange,https://s2.coinmarketcap.com/static/img/coins/64x64/19623.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x7b5eb3940021ec0e8e463d5dbb4b7b09a89ddf96,18.0,,,,
terra,LUNA,LUNA (Portal),uluna,6.0,terra-luna,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W/logo.png,F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W,6,0xbd31ea8212119f94a611fa969881cba3ea06fa3d,6.0,0x156ab3346823B651294766e23e6Cf87254d68962,6,,,0x9cd6746665D9557e1B9a775819625711d0693439,6.0,0x70928E5B188def72817b7775F0BF6325968e563B,6.0,0x4F43717B20ae319Aa50BC5B2349B93af5f7Ac823,6.0,,,0x593AE1d34c8BD7587C11D539E4F42BFf242c82Af,6.0,0x12302fbE05a7e833f87d4B7843F58d19BE4FdE3B,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
terra,UST,UST (Portal),uusd,6.0,terra-usd,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i/logo.png,9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,6,0xa693B19d2931d498c5B318dF961919BB4aee87a5,6.0,0x3d4350cD54aeF9f9b2C29435e0fa809957B3F30a,6,,,0xE6469Ba6D2fD6130788E0eA9C0a0515900563b59,6.0,0xb599c3590F42f8F995ECfa0f85D2980B76862fc1,6.0,0xa1E73c01E0cF7930F5e91CB291031739FE5Ad6C2,6.0,,,0x846e4D51d7E2043C1a87E0Ab7490B93FB940357b,6.0,0x8D07bBb478B84f7E940e97C8e9cF7B3645166b03,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
terra,aUST,AnchorUST (Portal),terra1hzh9vpxhsk8253se0vv5jj6etdvxu3nv8z07zu,6.0,anchorust,,4CsZsUCoKFiaGyU7DEVDayqeVtG8iqgGDR6RjzQmzQao,6,,,0x8b04E56A8cd5f4D465b784ccf564899F30Aaf88C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matic,DAIpo,DAI (Portal from Polygon),0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,18.0,dai,,4Fo67MYQpVhZj9R7jQTd63FPAnWbPpaafAUxsMGX2geP,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matic,MATICpo,MATIC (Portal from Polygon),0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,18.0,polygon,,Gz7VkD4MacbEB6yC5XD3HcumEiYx2EtDYYrfikGsvopG,8,0x7c9f4C87d911613Fe9ca58b579f737911AAD2D43,18.0,0xc836d8dC361E44DbE64c4862D55BA041F88Ddd39,18.0,terra1dtqlfecglk47yplfrtwjzyagkgcqqngd5lgjp8,8.0,,,0xf2f13f0B7008ab2FA4A2418F4ccC3684E49D20Eb,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matic,QUICK,Quickswap (Portal),0x831753dd7087cac61ab5644b308642cc1c33dc13,18.0,quickswap,,5njTmK53Ss5jkiHHZvzabVzZj6ztu6WYWpAPYgbVnbjs,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matic,TBTC,Threshold Bitcoin,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,18.0,tbtc,https://assets.coingecko.com/coins/images/11224/small/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1674474504,6DNSN2BJsaPFdFFc1zP37kkeNe4Usc1Sqkzr9C9vPWcU,8,0x18084fbA666a33d37592fA2633fD49a74DD93a88,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,8.0,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,8.0,,,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,8.0
matic,USDCpo,USD Coin (PoS) (Portal from Polygon),0x2791bca1f2de4661ed88a30c99a7a9449aa84174,6.0,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,E2VmbootbVCBkMNNxKQgCLMS1X3NoGMaYAsufaAsf7M,6,0x566957eF80F9fd5526CD2BEF8BE67035C0b81130,6.0,0x672147dD47674757C457eB155BAA382cc10705Dd,6.0,terra1kkyyh7vganlpkj0gkc2rfmhy858ma4rtwywe3x,6.0,,,0x543672E9CBEC728CBBa9C3Ccd99ed80aC3607FA8,6.0,0x3E62a9c3aF8b810dE79645C4579acC8f0d06a241,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matic,USDTpo,Tether USD (PoS) (Portal from Polygon),0xc2132d05d31c914a87c6611c10748aeb04b58e8f,6.0,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1/logo.png,5goWRao6a3yNC4d6UjMdQxonkCMvKBwdpubU3qhfcdf1,6,,,,,,,,,,,0xFffD69E757d8220CEA60dc80B9Fe1a30b58c94F3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avax,AVAX,AVAX (Portal),0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,18.0,avalanche,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE/logo.png,KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE,8,0x85f138bfEE4ef8e540890CFb48F620571d67Eda3,18.0,0x96412902aa9aFf61E13f085e70D3152C6ef2a817,18.0,terra1hj8de24c3yqvcsv9r8chr03fzwsak3hgd8gv3m,8.0,0x7Bb11E7f8b10E9e571E5d8Eace04735fDFB2358a,18.0,,,0x32847e63E99D3a044908763056e25694490082F8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avax,JOE,JoeToken (Portal),0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,18.0,joe,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CriXdFS9iRAYbGEQiTcUqbWwG9RBmYt5B6LwTnoJ61Sm/logo.png,CriXdFS9iRAYbGEQiTcUqbWwG9RBmYt5B6LwTnoJ61Sm,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avax,USDCav,USD Coin (Portal from Avalanche),0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,6.0,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AGqKX7F4mqJ8x2mUQVangJb5pWQJApaKoUfe5gXM53CV/logo.png,FHfba3ov5P3RjaiLVgh8FTv4oirxQDoVXuoUUDvHuXax,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avax,USDCeav,USD.e Coin (Portal from Avalanche),0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,6.0,usd-coin,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AGqKX7F4mqJ8x2mUQVangJb5pWQJApaKoUfe5gXM53CV/logo.png,AGqKX7F4mqJ8x2mUQVangJb5pWQJApaKoUfe5gXM53CV,8,,,0xc1F47175d96Fe7c4cD5370552e5954f384E3C791,6.0,terra1pvel56a2hs93yd429pzv9zp5aptcjg5ulhkz7w,6.0,,,,,0x05CbE6319Dcc937BdbDf0931466F4fFd0d392B47,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avax,USDTav,Tether USD (Portal from Avalanche),0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,6.0,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/B2wfeYz5VtBnQVrX4M8F6FeDrprVrzKPws5qg1in8bzR/logo.png,Kz1csQA91WUGcQ2TB3o5kdGmWmMGp8eJcDEyHzNDVCX,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avax,USDTeav,Tether USD.e (Portal from Avalanche),0xc7198437980c041c805a1edcba50c1ce5db95118,6.0,tether,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/B2wfeYz5VtBnQVrX4M8F6FeDrprVrzKPws5qg1in8bzR/logo.png,B2wfeYz5VtBnQVrX4M8F6FeDrprVrzKPws5qg1in8bzR,8,,,0x2B90E061a517dB2BbD7E39Ef7F733Fd234B494CA,6.0,terra1eqvq3thjhye7anv6f6mhxpjhyvww8zjvqcdgjx,6.0,,,,,0x05832a0905E516f29344ADBa1c2052a788B10129,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oasis,ROSE,ROSE (Portal),0x21C718C22D52d0F3a789b752D4c2fD5908a8A733,18.0,oasis-network,https://assets.coingecko.com/coins/images/13162/small/rose.png,S3SQfD6RheMXQ3EEYn1Z5sJsbtwfXdt7tSAVXPQFtYo,8,0x26B80FBfC01b71495f477d5237071242e0d959d7,18,0x6c6D604D3f07aBE287C1A3dF0281e999A83495C0,18,,,,,0x12AF5C1a232675f62F405b5812A80e7a6F75D746,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ftm,FTM,Fantom (Portal),0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,18.0,fantom,https://assets.coingecko.com/coins/images/4001/small/Fantom.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celo,CELO,Celo (Wormhole),0x471EcE3750Da237f93B8E339c536989b8978a438,,celo,https://assets.coingecko.com/coins/images/11090/small/InjXBNx9_400x400.jpg?1674707499,,,0x3294395e62F4eB6aF3f1Fcf89f5602D90Fb3Ef69,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celo,cEUR,Celo Euro (Wormhole),0xd8763cba276a3738e6de85b4b3bf5fded6d6ca73,,celo-euro,https://assets.coingecko.com/coins/images/16756/small/CEUR.png?1624947266,,,0xEE586e7Eaad39207F0549BC65f19e336942C992f,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celo,cUSD,Celo Dollar (Wormhole),0x765DE816845861e75A25fCA122bb6898B8B1282a,,celo-dollar,https://assets.coingecko.com/coins/images/13161/small/icon-celo-dollar-color-1000-circle-cropped.png?1605771134,,,0xC22956c3CFeC3Ee9A9925abeE044F05Bc47f6632,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
near,SWEAT,Sweat Economy,token.sweat,18.0,sweatcoin,https://assets.coingecko.com/coins/images/25057/small/fhD9Xs16_400x400.jpg?1649947000,,,0xB4b9DC1C77bdbb135eA907fd5a08094d98883A35,18,0x510Ad22d8C956dCC20f68932861f54A591001283,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moonbeam,WELL,Moonwell,0x511ab53f793683763e5a8829738301368a2411e3,18.0,moonwell,https://assets.coingecko.com/coins/images/26133/small/WELL.png?1690178473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xff8adec2221f9f4d8dfbafa6b9a297d17603493d,18
optimism,TBTC,Threshold Bitcoin,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,18.0,tbtc,https://assets.coingecko.com/coins/images/11224/small/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1674474504,6DNSN2BJsaPFdFFc1zP37kkeNe4Usc1Sqkzr9C9vPWcU,8,0x18084fbA666a33d37592fA2633fD49a74DD93a88,8,,,,,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,8,,,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,8
arbitrum,TBTC,Threshold Bitcoin,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,18.0,tbtc,https://assets.coingecko.com/coins/images/11224/small/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1674474504,6DNSN2BJsaPFdFFc1zP37kkeNe4Usc1Sqkzr9C9vPWcU,8,0x18084fbA666a33d37592fA2633fD49a74DD93a88,8,,,,,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,8,,,,,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,8
base,TBTC,Threshold Bitcoin,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,18.0,tbtc,https://assets.coingecko.com/coins/images/11224/small/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1674474504,6DNSN2BJsaPFdFFc1zP37kkeNe4Usc1Sqkzr9C9vPWcU,8,0x18084fbA666a33d37592fA2633fD49a74DD93a88,8,,,,,0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,8,0x6c84a8f1c29108F47a79964b5Fe888D4f4D0dE40,8,,,,
